accuracy,precision,recall,f1,roc_auc,model,dataset
0.9743589743589743,0.0,0.0,0.0,0.9736842105263158,logistic_regression,fifa
0.9230769230769231,0.0,0.0,0.0,0.8947368421052633,random_forest,fifa
0.9743589743589743,0.0,0.0,0.0,0.0,svm,fifa
0.8205128205128205,0.0,0.0,0.0,0.42105263157894735,decision_tree,fifa
0.8974358974358975,0.0,0.0,0.0,0.8421052631578948,gradient_boosting,fifa
0.9743589743589743,0.0,0.0,0.0,0.881578947368421,knn,fifa
